업종명,인허가일자,업소명,도로명주소,영업장면적,영업자시작일,업태명
일반음식점,2001-09-28,치킨주막,서울특별시 성동구 고산자로2길 6-6 (응봉동),65.34,2007-07-02,호프/통닭
일반음식점,2001-10-06,와와,서울특별시 성동구 마조로3길 3 (행당동),27.6,2007-03-20,한식
일반음식점,2001-10-16,구이마을,서울특별시 성동구 마조로 15-2 (행당동),53.82,2006-10-23,한식
일반음식점,2001-10-19,동촌,서울특별시 성동구 마조로3길 5 (행당동),99.24,2003-12-23,정종/대포집/소주방
일반음식점,2001-12-01,엄마국밥,"서울특별시 성동구 장터길 22-1 (금호동4가, 1384 지상1층)",29.7,2009-02-26,한식
일반음식점,2001-12-24,둘둘치킨,서울특별시 성동구 무수막길 89 (금호동2가),51.58,2001-12-24,통닭(치킨)
일반음식점,2002-01-11,멕시칸치킨,,25.35,2002-01-11,호프/통닭
일반음식점,2002-02-18,이모네북어찜,서울특별시 성동구 마조로3길 8 (행당동),134.92,2005-08-24,한식
일반음식점,2002-02-27,호남식당,서울특별시 성동구 상원6길 4 (성수동1가),32.4,2012-10-24,한식
일반음식점,2002-03-12,기분좋은한잔,서울특별시 성동구 무학봉16길 1 (하왕십리동),15.5,2002-03-12,기타
일반음식점,2002-03-21,나루,"서울특별시 성동구 마장로 321 (마장동,1층)",36.61,2002-03-21,한식
일반음식점,2002-03-26,싱싱오징어바다,"서울특별시 성동구 왕십리로24길 8 (도선동,1층)",49.47,2012-07-11,한식
일반음식점,2002-04-10,용두동 홍's 쭈꾸미,"서울특별시 성동구 금호로 150-1 (금호동1가, 512, 511 지상1층)",80.85,2013-01-07,한식
일반음식점,2002-04-15,참숯나라 갈비마을,"서울특별시 성동구 둘레15길 11 (성수동2가,(지상1층))",157.8,2004-06-16,한식
일반음식점,2002-05-03,손경,"서울특별시 성동구 금호산2길 24 (금호동3가,(지상1층))",26.67,2009-11-19,정종/대포집/소주방
일반음식점,2002-05-18,부원냉면,"서울특별시 성동구 장터길 39 (금호동3가,(지상1층))",42.95,2007-07-27,한식
일반음식점,2002-05-22,불꽃,"서울특별시 성동구 성덕정길 132 (성수동2가,(지상1층))",19.3,2009-09-16,기타
일반음식점,2002-05-28,진성식당,"서울특별시 성동구 마장로25길 11-2 (홍익동,(지상1층))",45.26,2002-05-28,한식
일반음식점,2002-07-10,하이트,"서울특별시 성동구 사근동길 68 (사근동,(지하1층))",80.13,2011-02-28,호프/통닭
일반음식점,2002-07-22,골목식당,"서울특별시 성동구 광나루로9길 3 (송정동,(지상1층))",21.45,2010-04-20,한식
일반음식점,2002-07-25,옴시롱감시롱순대국,"서울특별시 성동구 연무장17길 7, 1층 (성수동2가)",29,2010-06-21,한식
일반음식점,2002-07-29,고향식당,서울특별시 성동구 무학로6길 5 (홍익동),19.99,2008-12-01,통닭(치킨)
일반음식점,2002-07-30,동강,"서울특별시 성동구 아차산로17길 13 (성수동2가, 성수2가 277-33 지하1층)",50.85,2011-11-28,중국식
일반음식점,2002-08-20,녹두빈대떡,,21.6,2002-08-20,한식
일반음식점,2002-11-19,돈앤돈,"서울특별시 성동구 성수일로4길 50 (성수동2가,(지상1층))",55,2005-04-01,한식
일반음식점,2002-12-10,왕빈자 전통주막,"서울특별시 성동구 아차산로7길 14-1, 1층 (성수동2가, 289-243)",143.5,2007-09-17,호프/통닭
일반음식점,2002-12-16,천국,"서울특별시 성동구 마조로3가길 27 (행당동,(지상2층))",89.02,2002-12-16,호프/통닭
일반음식점,2003-01-17,옛고을,"서울특별시 성동구 고산자로6가길 36 (행당동,(지상1층))",49.9,2008-06-23,한식
일반음식점,2003-02-07,땅끝마을 회뜨는집,,57.6,2003-02-07,일식
일반음식점,2003-02-18,동해안식당,"서울특별시 성동구 성수일로12길 35 (성수동2가,(지상1층))",36,2003-03-20,한식
일반음식점,2003-03-12,스마일,"서울특별시 성동구 금호로1길 43 (금호동4가,(지상1층))",18.96,2003-03-12,분식
일반음식점,2003-03-12,유정,"서울특별시 성동구 성덕정길 142 (성수동2가,(지상1층))",18.4,2011-01-28,호프/통닭
일반음식점,2003-03-22,아이리스,"서울특별시 성동구 성덕정19길 17 (성수동2가,(지상1층))",27.06,2009-08-27,호프/통닭
일반음식점,2003-05-29,촬댄,"서울특별시 성동구 마장로27가길 27-6, 1층 (마장동)",39.04,2009-04-13,한식
일반음식점,2003-06-02,할로우치킨,"서울특별시 성동구 용답19길 1 (용답동,(지상1층))",35.96,2010-10-15,통닭(치킨)
일반음식점,2003-06-03,강남포장마차,"서울특별시 성동구 왕십리로24길 11 (도선동,,3 (지상1층))",21.9,2009-07-22,분식
일반음식점,2003-06-09,대성식당,"서울특별시 성동구 용답25길 27 (용답동,(지상1층))",21,2003-06-09,한식
일반음식점,2003-07-03,의정부집,,49.02,2005-03-24,한식
일반음식점,2003-07-03,비비큐치킨,"서울특별시 성동구 독서당로 190 (옥수동,,243-35 (지상2층))",26.06,2011-10-14,통닭(치킨)
일반음식점,2003-07-11,해원횟집,"서울특별시 성동구 용답중앙15길 5 (용답동,(지상1층))",63,2007-04-20,일식
일반음식점,2003-07-23,종점식당,,9.45,2003-07-23,한식
일반음식점,2003-08-05,또래오래(행당점),"서울특별시 성동구 고산자로6가길 44 (행당동,(지상1층))",15.83,2003-08-05,통닭(치킨)
일반음식점,2003-08-08,왕가마솥,"서울특별시 성동구 마조로3가길 19 (행당동,(지상1층))",59.2,2004-04-01,한식
일반음식점,2003-08-16,잠원식당,,17.42,2003-08-16,한식
일반음식점,2003-08-25,용인백암순대국(한양대점),"서울특별시 성동구 마조로9길 5 (행당동,(지상1층))",56.2,2003-08-25,한식
일반음식점,2003-09-13,피터팬,"서울특별시 성동구 성덕정15길 6-39, 1층 (성수동2가)",64.26,2003-09-13,기타
일반음식점,2003-09-25,귀일만두,"서울특별시 성동구 장터길 31 (금호동3가,(지상1층))",10.56,2010-12-13,분식
일반음식점,2003-10-08,다온,,13.94,2008-06-03,중국식
일반음식점,2003-11-04,조양순대국,서울특별시 성동구 왕십리로14길 38 (성수동1가),47.7,2008-07-28,한식
일반음식점,2003-11-06,우봉산수정,"서울특별시 성동구 연무장17길 14, 지상1층 102,103호 (성수동2가)",182.88,2007-04-03,한식
일반음식점,2003-11-13,스마일,"서울특별시 성동구 마조로 39 (행당동,(1층))",39.1,2005-11-03,분식
일반음식점,2003-12-30,카네기,서울특별시 성동구 성덕정길 140 (성수동2가),15,2011-05-17,호프/통닭
일반음식점,2004-02-02,닭한마리칼국수,"서울특별시 성동구 무수막길 91-1, 2층 (금호동2가)",74.38,2009-04-27,한식
일반음식점,2004-02-24,전주콩나물처가국밥,"서울특별시 성동구 고산자로 269 (도선동,신한넥스텔 201호)",42.97,2004-02-24,한식
일반음식점,2004-03-05,청수먹거리,서울특별시 성동구 성수이로 36-10 (성수동2가),20.46,2009-10-13,한식
일반음식점,2004-03-08,만나구이와 참치,,18.33,2004-03-08,한식
일반음식점,2004-03-15,청남식당,"서울특별시 성동구 청계천로10나길 19, 지상1층 (마장동, 457)",17.71,2004-03-15,한식
일반음식점,2004-03-31,용짜장,"서울특별시 성동구 아차산로7길 28 (성수동2가, 289-4 지상1층)",142.6,2012-02-02,중국식
일반음식점,2004-04-27,마장골,"서울특별시 성동구 마장로42길 2 (마장동,(지상1층))",40.66,2004-04-27,한식
일반음식점,2004-05-25,김밥천국,"서울특별시 성동구 마장로 283 (마장동,(지상1층))",0,2008-12-18,김밥(도시락)
일반음식점,2004-06-30,짱,"서울특별시 성동구 마조로 15-6 (행당동,(지상1층))",8.4,2004-06-30,분식
일반음식점,2004-07-09,해녀맥반석 조개구이,"서울특별시 성동구 독서당로 166 (옥수동, 475,474 성원상떼뷰 상가 106호)",24.19,2012-06-25,한식
일반음식점,2004-09-10,일번지,"서울특별시 성동구 마조로 19-10 (행당동,(지상2층))",91.8,2009-05-08,호프/통닭
일반음식점,2004-09-13,대성식당,"서울특별시 성동구 사근동12길 4 (사근동,지상1층)",60,2004-09-13,한식
일반음식점,2004-09-23,신사한우소곱창,"서울특별시 성동구 아차산로 90, 1층 (성수동2가, 314-38)",33.05,2012-08-01,한식
일반음식점,2004-09-30,담쟁이,"서울특별시 성동구 왕십리로20길 11-1 (도선동,(1층))",55.8,2004-09-30,한식
일반음식점,2004-10-11,쇼부,"서울특별시 성동구 마조로5길 4-10 (행당동,(101호))",82.2,2008-06-12,호프/통닭
일반음식점,2004-10-19,형제갈비,"서울특별시 성동구 성덕정길 72-6 (성수동2가,(1층))",164.63,2010-11-26,한식
일반음식점,2004-10-29,홍어나라,,23.64,2004-10-29,한식
일반음식점,2004-11-11,등불,"서울특별시 성동구 아차산로7길 4 (성수동2가,(1층))",29.52,2012-10-17,한식
일반음식점,2004-12-03,신촌설렁탕,"서울특별시 성동구 고산자로6길 40 (행당동,(112호))",77.9,2005-01-10,한식
일반음식점,2004-12-16,가오김밥,"서울특별시 성동구 아차산로11길 11 (성수동2가,(1층))",38.99,2004-12-16,한식
일반음식점,2004-12-16,남원식당,"서울특별시 성동구 마장로39나길 22, 1층 (마장동)",21.3,2009-12-11,분식
일반음식점,2004-12-20,이상진돈까스,"서울특별시 성동구 독서당로39길 48 (옥수동,(1층))",34.93,2007-02-28,경양식
일반음식점,2005-01-07,한마음족발,서울특별시 성동구 왕십리로21길 28 (행당동),11.8,2005-01-07,한식
일반음식점,2005-01-14,비비큐(BBQ)치킨,"서울특별시 성동구 용답중앙길 57-1 (용답동,(1층))",34.72,2010-08-05,한식
일반음식점,2005-02-15,꼬치방호프,"서울특별시 성동구 왕십리로 353-10 (하왕십리동,(1층))",71.19,2009-01-07,호프/통닭
일반음식점,2005-03-07,맛보래,"서울특별시 성동구 성수일로8길 53 (성수동2가,103호)",39.2,2005-03-07,한식
일반음식점,2005-03-09,드라마넷,"서울특별시 성동구 용답중앙15길 11 (용답동,(2층))",87.1,2005-03-09,호프/통닭
일반음식점,2005-03-10,장수식당,"서울특별시 성동구 아차산로 137 (성수동2가,(1층))",53.76,2008-06-30,한식
일반음식점,2005-03-18,어랑회집,"서울특별시 성동구 성수이로3길 19 (성수동2가, 492-2 지상1층)",44.73,2005-03-18,일식
일반음식점,2005-04-22,백리향,"서울특별시 성동구 상원6길 10-1 (성수동1가,(지상1층))",47.73,2007-07-16,중국식
일반음식점,2005-04-25,호호호닭발,"서울특별시 성동구 무학로2길 31 (도선동,(지상1층))",29.17,2011-05-27,한식
일반음식점,2005-05-02,복돼지와전골,"서울특별시 성동구 마조로1길 26-5 (행당동,(지상1층))",48.45,2005-05-02,한식
일반음식점,2005-06-02,별난만두,"서울특별시 성동구 용답중앙길 52 (용답동,(지상1층))",26.46,2005-06-02,분식
일반음식점,2005-07-04,뚝도리 보신탕,"서울특별시 성동구 성덕정17길 6 (성수동2가,(지상1층))",62.7,2008-02-18,한식
일반음식점,2005-07-05,박재희아구찜탕,"서울특별시 성동구 장터길 38-1 (금호동4가,(지하3층))",56.77,2005-07-05,한식
일반음식점,2005-07-06,크로앙쥬 한양대점,"서울특별시 성동구 마조로 35 (행당동,(107호))",33,2005-07-06,한식
일반음식점,2005-08-04,맘마킹,"서울특별시 성동구 고산자로 284 (행당동, 192-22 성동샤르망상가 120호)",37.4,2012-06-29,기타
일반음식점,2005-08-16,멕시카나(마장점),,45.24,2005-08-16,호프/통닭
일반음식점,2005-08-18,풍년식당,"서울특별시 성동구 성수이로 126 (성수동2가,외4필지(지상1층))",39.62,2005-09-14,한식
일반음식점,2005-10-10,만두전빵,서울특별시 성동구 행당로15길 2-1 (행당동),141.04,2010-10-28,한식
일반음식점,2005-10-28,포마토 김밥,"서울특별시 성동구 금호로 151 (금호동2가,(지상1층))",41.9,2010-06-18,분식
일반음식점,2005-11-01,도담삼겹살,"서울특별시 성동구 독서당로 303-16 (금호동3가,(지상1층))",36.08,2007-03-09,한식
일반음식점,2005-11-01,보쌈당한닭한마리,"서울특별시 성동구 용답중앙15길 13 (용답동,(지상1층))",24.18,2005-11-01,한식
일반음식점,2005-11-03,묵은지왕솥뚜껑삼겹살,"서울특별시 성동구 왕십리로20길 38, 1층 (홍익동)",33,2005-11-03,한식
일반음식점,2005-11-11,일락,"서울특별시 성동구 마조로3가길 30 (행당동, 19-45 지상1층)",0,2012-01-19,한식
일반음식점,2005-11-17,파파존스 옥수점,"서울특별시 성동구 매봉길 2 (옥수동,(지상1층))",65.4,2005-11-17,패스트푸드
일반음식점,2005-12-19,들창코 본점,"서울특별시 성동구 마장로 326, 지상1층 (마장동)",75.23,2008-04-30,한식
일반음식점,2006-03-07,울보분식,,12.87,2006-03-07,분식
일반음식점,2006-03-08,독도참치,"서울특별시 성동구 아차산로 88 (성수동2가,(지상1층))",124.26,2006-03-08,일식
일반음식점,2006-03-22,우리포차,"서울특별시 성동구 금호산길 56 (금호동2가,(지상1층))",15.71,2006-03-22,정종/대포집/소주방
일반음식점,2006-04-25,정은이네곱창,서울특별시 성동구 마장로26길 16 (홍익동),108.82,2010-04-01,한식
일반음식점,2006-04-27,함평마을,"서울특별시 성동구 독서당로51길 31, 1층 (금호동1가)",44.92,2011-12-16,한식
일반음식점,2006-05-09,또바기치킨,"서울특별시 성동구 천호대로 294 (용답동,(지상1층))",28.22,2011-06-14,통닭(치킨)
일반음식점,2006-05-25,얼큰이왕냉면,"서울특별시 성동구 성덕정길 37 (성수동1가,(지상1층))",27.6,2006-05-25,한식
일반음식점,2006-08-23,우리식당,"서울특별시 성동구 둘레7길 18 (성수동1가,지상1층)",30.21,2013-01-15,한식
일반음식점,2006-09-05,금호산낙지,"서울특별시 성동구 독서당로 298-8 (금호동4가,(지상1층))",48.48,2007-11-26,한식
일반음식점,2006-09-25,현대식당,"서울특별시 성동구 자동차시장1길 90, A동  지하가11,가36호 (용답동, 234 )",46,2006-09-25,한식
일반음식점,2006-10-18,황토장군불바베큐,"서울특별시 성동구 무학로6길 50 (도선동,101동 236-1 지상2층)",27.85,2006-10-18,통닭(치킨)
일반음식점,2006-11-03,삼통치킨호프,"서울특별시 성동구 뚝섬로 447, 1층 1075호 (성수동2가, 성동마트내)",8,2006-11-03,분식
일반음식점,2006-11-10,갈매기의꿈,"서울특별시 성동구 무학로2나길 1 (도선동,지상1층)",67.45,2008-01-30,한식
일반음식점,2006-11-14,산하식당,서울특별시 성동구 광나루로6길 35 (성수동2가),39.78,2006-11-14,한식
일반음식점,2006-12-08,오가네숯불꼼장어,"서울특별시 성동구 상원6길 4 (성수동1가, 성수1가 13-332 지상1층)",32.56,2011-11-02,정종/대포집/소주방
일반음식점,2006-12-28,용산리전통순대국,"서울특별시 성동구 천호대로 376 (용답동,외1필지 학천빌딩 지상1층)",207.05,2006-12-28,한식
일반음식점,2007-01-12,탕촌,"서울특별시 성동구 성수일로12길 36 (성수동2가,지상1층)",44.24,2011-07-28,한식
일반음식점,2007-01-17,종로빈대떡,"서울특별시 성동구 왕십리로21길 5 (행당동,지상1층)",45.3,2007-01-17,한식
일반음식점,2007-04-12,이모네즉석김밥,"서울특별시 성동구 마장로35나길 37 (마장동,지상1층)",0,2007-12-14,한식
일반음식점,2007-04-12,성수동양갈비,"서울특별시 성동구 성수일로12길 33 (성수동2가,지상1층)",68.97,2007-04-12,한식
일반음식점,2007-04-23,소희네식당,"서울특별시 성동구 광나루로4길 16 (성수동2가,지상1층)",28.48,2010-01-11,한식
일반음식점,2007-04-24,7080호프,"서울특별시 성동구 왕십리로26길 7-2 (도선동, 도선동 311-32 지상1층)",22.68,2011-11-28,통닭(치킨)
